30-39 y/o % of total pop,60-69 y/o % of total pop,70-79 y/o % of total pop,80+ y/o % of total pop,R_death_2018,R_NATURAL_INC_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Percent of Population Aged 60+,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,Urban_rural_code,Heart disease_prevalence
-0.6638941505189367,0.5195020119486363,0.3793321445346882,-0.12816900023817662,-0.13594009957937472,0.1227225867656395,0.10884189179837986,0.15494081742533472,-0.2939864876066537,0.05554511646218705,0.24619571475800503,0.16144633293522204,-0.17209276496011097,-0.050055505049094104,-0.2866836618412049,-0.17209276496011097,-0.025496587937326655,0.4786241086752094,0.4556108567691054,0.41481784255101317,0.47973876126192483,0.7928272920409372,0.7603102466608257,0.8313286409326808,0.8004267679221331,0.8570499539575707,0.9403671138630298,0.8453664732719515,0.9800763653364968,0.22999848362020578,0.19519727121863617,0.29963196358086425,0.6228482683511438,0.5543078927743506,0.6354654948693406,0.9036176980683411,10.1
-0.7860056481290545,1.1655471625805267,0.4359774558635164,0.636954095938681,1.0177137184726144,-1.036036169144346,-0.5066070655655032,1.9625098849595346,-0.4212019184144389,-0.02600901506837804,-0.02322776467453873,-0.12338425781463587,-0.5038253765412183,-0.4101658994924616,-0.5890350366282967,-0.5038253765412183,-0.7056902126740294,0.7302423317960206,-0.014724182930730346,-0.10333567254917335,0.05662040308469751,-0.40282345095905703,-0.47181928188737404,-0.3265451888383099,0.24109192304986227,0.33623851731359067,0.3432482589530373,0.2226832396842897,0.40613417026570114,0.009727467383692382,-0.07172048549317282,0.05178977190106147,0.09464961081893462,-0.01424397459655374,0.14604639899253594,0.24145677112911354,9.2
-0.11954680510151726,-0.6597456373475866,-0.5500605783985235,-0.39215672443953853,-0.4336572139153722,0.17203146999585164,-0.411922610586444,1.3229085226012791,-0.5802212069241705,-0.4827121516395427,-0.7080124415655866,-0.7500115574643232,0.1402953695962147,0.1664079121990331,0.11447306983358549,0.1402953695962147,0.43624069016861,-0.5817669744767789,0.032309321039252784,0.03797892247815015,0.04094935278183699,-0.2921150488294279,-0.292600441371272,-0.26100516073806573,-0.7532811345008408,-0.7053843559743693,0.044688831498040656,0.031088398580393462,-0.014756772786215578,-0.32067905697107807,-0.3386382422049825,-0.33767652931005654,-0.9617477042454844,-0.9618304202147281,-0.9959314913866751,-1.7450260096885692,7.3
0.3508623602028633,-0.5729788512553332,-0.4860414154606095,-0.6207444911447413,-0.47087185320737174,0.14737702838074554,-0.8695641429852288,-0.20657299608150548,0.2890842369290287,-0.8741719829862549,-0.9662099426884408,-1.0348421482141812,0.6531037921379178,0.7113543812412941,0.5929982364423476,0.6531037921379178,1.4739083366647472,-0.5637942442538637,0.016631486382591366,0.03797892247815015,-0.021734848429603965,0.32785200309649454,0.37947021056411007,0.328855092164138,-0.44253955401624595,-0.49705978131677714,-0.42447598307409606,-0.352101283627399,-0.4356477158381323,-0.6877974173652673,-0.6436871070184784,-0.7271428305211745,-0.7856814850680811,-0.7723131310910939,-0.8327917927610734,-1.0828650827493418,7.8
0.08272045381653441,-0.24061587914463772,-0.41032708075992413,-0.15859176325132227,-0.024296181703375504,0.2213403532260638,-0.7117567180201306,0.2939845918510424,-0.03955562599108334,0.3491399899722215,0.7289127820746456,0.6057820545050002,-0.3131132833452294,-0.25526547247086606,-0.3657279473513638,-0.3131132833452294,-0.19430376487928233,-0.27623056068722307,0.18908766760586468,0.21069676084487937,0.15064670490185839,0.5492688073557528,0.6034937612092375,0.5254751764648721,-0.06964965743473192,-0.18457291933038933,0.2152942186151815,0.2705819499602635,0.21482010524210257,-0.21054354885282103,-0.14798270169654731,-0.23145844716156952,-0.08141660835846867,-0.01424397459655374,-0.18023299825866693,-0.4207041558101141,8.4
5.3110926488329815,-1.0169512313490066,-1.0015754321558044,-0.18477045267317066,-1.0663060818793662,0.4432303277620185,-0.30145741311087537,-3.0569703718085126,3.766306012341826,-0.8252395040679159,-1.1458255956434698,-1.0006624773241983,4.158984624525115,4.310545974724086,3.9845008400010196,4.158984624525115,2.8591201709825578,-0.7255488162600996,-3.5892704846494827,-3.463482709865537,-3.720102719904634,-4.0340590408108925,-3.899379606757823,-4.171560170719338,-2.2448407208268955,-2.3198998095707073,-2.2584838945833585,-2.2201509843903855,-2.3487883660741184,-1.5688814823113209,-1.4825714852555936,-1.6476995424747263,-2.0181450193099035,-1.9094168658329023,-1.9747696831402852,-2.407186936627797,4.6
-0.29751030993462807,-0.02307391348160766,0.2691886792418064,-0.5165027818723164,0.38506485050862055,-0.5182928952271185,0.8347560466378315,1.0448209737498637,-1.1844945032611505,0.871086431767838,1.4024714806560044,1.6197789575744945,-0.2918990799165655,-0.22253485042689167,-0.3556030167869,-0.2918990799165655,-0.3134617721324276,-0.006639607343497163,-0.10879119087069772,-0.05623080754006588,-0.16277430115534752,-0.46924849223683546,-0.4046122166938357,-0.5013185971056303,0.36538855524370084,0.23207622998479505,0.6418076864080332,0.7495690527200037,0.5591854222845801,0.8908115323297466,0.957819433252377,0.8307223743232974,0.7989144875285471,0.7438251818979855,0.6354654948693406,-0.4207041558101141,9.1
0.43859586380644916,0.1094960176088677,-0.05266307677810052,1.195791672195893,-0.65694504966737,1.4787168755964737,-0.033184790670208575,-0.09533797654093874,-0.10316334139497574,-0.808928677761803,-0.7978202680431011,-0.772798004724312,0.024444245109511053,-0.04990840112979534,0.09485165267072802,0.024444245109511053,0.1830299247556765,0.3528149971148041,-1.002427766300386,-1.0768362160707372,-0.9306557659955017,-1.022790502884981,-1.0990852236937307,-0.9600987938073426,-0.5668361862100835,-0.34081635032358276,-1.2775029186597995,-1.4058729096988272,-1.2009039759325268,-1.018203941720037,-1.0631292961370358,-0.9749850222009767,-0.6096152658906778,-0.7723131310910939,-0.5065123955098705,0.9036176980683411,7.8
-0.051101759225604976,0.13446868205240525,-0.265278705594799,0.07721874431836472,-0.24758401745537395,-0.27174847907605776,-1.1536175079224056,-0.7627480937843357,2.0064925528341293,-1.5429158615368885,-1.6285426629601103,-1.5817168824539085,2.572377945723041,2.813175180181995,2.3248501527170475,2.572377945723041,2.7796814994804615,-0.09650325845807246,-1.1748839475236594,-1.1710459460889522,-1.1657215205384062,-1.1556405854405356,-1.1438899338227562,-1.1567188781080775,-1.3747642954700303,-1.278276936282747,-1.1495488783219436,-1.2142780685949313,-1.0861155369183677,-0.871356597562362,-0.910604863730288,-0.8687669400524903,-1.3138801426002902,-1.340864998461998,-1.3222108886378787,-1.7450260096885692,6.3
1.9265408423564865,-0.41158208638821003,-0.17285390762674718,0.818097339575709,0.2362062933406218,-0.37036624553648206,1.0556864415889693,1.0726297286350057,-1.0572790724533654,1.4908978314001327,0.9309803916490529,0.7994668562149034,-1.6721167287516387,-1.645985925521355,-1.6846223508106226,-1.6721167287516387,-1.346164501659684,0.22700588555439877,0.2361211715758478,0.27350324752368965,0.21333090611330047,0.15071855968908857,0.17784901498349578,0.15408168389681762,-0.5668361862100835,-0.6012220686455728,-1.4054569589976549,-1.262176778870905,-1.468743666965565,0.4502694998567199,0.46211502793044584,0.44125607311218007,0.6228482683511438,0.5543078927743506,0.6354654948693406,0.9036176980683411,7.6
